"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","Abhishek Maini","Employees/Designated Employees","Equity Shares","Nil","0",,"250","482513","Buy","Equity Shares","250","0","21-Aug-2025","21-Aug-2025","29-Aug-2025","ESOP","-","-","0","0","0","0","NA","-","29-Aug-2025 15:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186778_1519163_29082025032329_WEB.xml"
"SENORES","Senores Pharmaceuticals Limited","7(2)","Ashokbhai Vijaysinh Barot","Promoters","Equity Shares","3443866","7.48",,"1000","708182","Buy","Equity Shares","3444866","7.48","28-Aug-2025","28-Aug-2025","29-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","29-Aug-2025 14:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186774_1519130_29082025024712_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","SOFREAL MERCANTRADE PRIVATE LTD","Promoter Group","Equity Shares","10","0",,"14685","6458722","Buy","Equity Shares","14695","0.08","25-Aug-2025","25-Aug-2025","28-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","29-Aug-2025 14:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186771_1519121_29082025023551_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","SOFREAL MERCANTRADE PRIVATE LTD","Promoter Group","Equity Shares","14695","0.08",,"3078","1360560","Buy","Equity Shares","17773","0.1","26-Aug-2025","26-Aug-2025","28-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","29-Aug-2025 14:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186771_1519121_29082025023551_WEB.xml"
"GEEKAYWIRE","Geekay Wires Limited","7(2)","ASHISH KANDOI HUF","Immediate relative","Equity Shares","325042","0.61",,"18923","1302756","Buy","Equity Shares","343965","0.65","26-Aug-2025","28-Aug-2025","28-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","29-Aug-2025 13:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186769_1519100_29082025014818_WEB.xml"
"SABTNL","Sri Adhikari Brothers Television Network Limited","7(2)","Ruani Media Service Limited","Promoter Group","Equity Shares","15000000","59.12",,"15000000","59","Sell","Equity Shares","Nil","0","26-Aug-2025","26-Aug-2025","28-Aug-2025","Off Market","-","-","0","0","0","0","NA","-","29-Aug-2025 13:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186766_1519096_29082025014356_WEB.xml"
"SUPREMEPWR","Supreme Power Equipment Limited","7(2)","VEE RAJMOHAN","Promoters","Warrants","Nil","0",,"449500","75965500","Buy","Warrants","449500","1.71","27-Aug-2025","27-Aug-2025","28-Aug-2025","Preferential Offer","-","-","0","0","0","0","NA","-","29-Aug-2025 13:11","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186763_1519074_29082025011116_WEB.xml"
"ABDL","Allied Blenders and Distillers Limited","7(2)","Ratan Lal Jain","-","Equity Shares","12689","0",,"1000","515000","Buy","Equity Shares","13689","0","25-Aug-2025","25-Aug-2025","28-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","29-Aug-2025 12:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186760_1519033_29082025123745_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c","Other","Equity Shares","5206115","0.21",,"1036","1090932","Sell","Equity Shares","5205079","0.21","26-Aug-2025","26-Aug-2025","27-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","29-Aug-2025 12:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186758_1519019_29082025122542_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","5316988","0.22",,"110873","110873","Sell","Equity Shares","5206115","0.21","25-Aug-2025","25-Aug-2025","27-Aug-2025","Off Market","-","-","0","0","0","0","NA","-","29-Aug-2025 12:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186758_1519019_29082025122542_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","5329134","0.22",,"12146","12840261","Sell","Equity Shares","5316988","0.22","25-Aug-2025","25-Aug-2025","27-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","29-Aug-2025 12:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186758_1519019_29082025122542_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c","Other","Equity Shares","5335909","0.22",,"6775","7193571","Sell","Equity Shares","5329134","0.22","25-Aug-2025","25-Aug-2025","27-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","29-Aug-2025 12:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186758_1519019_29082025122542_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","5408076","0.22",,"72167","72167","Sell","Equity Shares","5335909","0.22","22-Aug-2025","22-Aug-2025","25-Aug-2025","Off Market","-","-","0","0","0","0","NA","-","29-Aug-2025 12:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186758_1519019_29082025122542_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c","Other","Equity Shares","5467407","0.22",,"59331","59331","Sell","Equity Shares","5408076","0.22","22-Aug-2025","22-Aug-2025","25-Aug-2025","Off Market","-","-","0","0","0","0","NA","-","29-Aug-2025 12:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186758_1519019_29082025122542_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","5473332","0.22",,"5925","6256800","Sell","Equity Shares","5467407","0.22","22-Aug-2025","22-Aug-2025","25-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","29-Aug-2025 12:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186758_1519019_29082025122542_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c","Other","Equity Shares","5478880","0.22",,"5548","5859467","Sell","Equity Shares","5473332","0.22","22-Aug-2025","22-Aug-2025","25-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","29-Aug-2025 12:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186758_1519019_29082025122542_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","5205079","0.21",,"2111","2221650","Sell","Equity Shares","5202968","0.21","26-Aug-2025","26-Aug-2025","27-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","29-Aug-2025 12:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186758_1519019_29082025122542_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c","Other","Equity Shares","5202968","0.21",,"5054","5253912","Sell","Equity Shares","5197914","0.21","28-Aug-2025","28-Aug-2025","28-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","29-Aug-2025 12:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186758_1519019_29082025122542_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","5197914","0.21",,"7130","7415200","Sell","Equity Shares","5190784","0.21","28-Aug-2025","28-Aug-2025","28-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","29-Aug-2025 12:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186758_1519019_29082025122542_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","681892","1.43",,"4903","21199071","Buy","Equity Shares","686795","1.44","26-Aug-2025","26-Aug-2025","28-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","29-Aug-2025 11:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186756_1518994_29082025114448_WEB.xml"
"SKMEGGPROD","SKM Egg Products Export (India) Limited","7(2)","SKM SHREE SHIVKUMAR","Key Managerial Personnel","Equity Shares","11952416","45.39",,"22723","8237269","Buy","Equity Shares","11975139","45.48","28-Aug-2025","28-Aug-2025","28-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","29-Aug-2025 09:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186753_1518964_29082025095239_WEB.xml"
"JUBLINGREA","Jubilant Ingrevia Limited","7(2)","Jubilant Ingrevia Employees Welfare Trust","Other","Equity Shares","1125284","0.71",,"2340","1691820","Sell","Equity Shares","1122944","0.71","25-Aug-2025","25-Aug-2025","27-Aug-2025","ESOP","-","-","0","0","0","0","NA","-","28-Aug-2025 20:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186751_1518891_28082025083244_WEB.xml"
"JUBLINGREA","Jubilant Ingrevia Limited","7(2)","Jubilant Ingrevia Employees Welfare Trust","Other","Equity Shares","1978128","0.7",,"2736","1978128","Sell","Equity Shares","1975392","0.7","25-Aug-2025","25-Aug-2025","27-Aug-2025","-","-","-","0","0","0","0","NA","-","28-Aug-2025 20:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186751_1518891_28082025083244_WEB.xml"
"SENORES","Senores Pharmaceuticals Limited","7(2)","Renosen Pharmaceuticals Private Limited","Promoter Group","Equity Shares","2706219","5.88",,"2500","1745336","Buy","Equity Shares","2708719","5.88","28-Aug-2025","28-Aug-2025","28-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Aug-2025 19:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186749_1518830_28082025070901_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","D B Power Limited","Promoter Group","Equity Shares","1294078","0.73",,"5922","1579678","Buy","Equity Shares","1300000","0.73","25-Aug-2025","25-Aug-2025","26-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Aug-2025 18:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186747_1518807_28082025063054_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","D B Power Limited","Promoter Group","Equity Shares","1332272","0.75",,"1346","359113","Buy","Equity Shares","1333618","0.75","26-Aug-2025","26-Aug-2025","27-Aug-2025","Market Purchase","-","-","0","0","0","0","BSE","-","28-Aug-2025 18:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186747_1518807_28082025063054_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","D B Power Limited","Promoter Group","Equity Shares","1300000","0.73",,"32272","8614578","Buy","Equity Shares","1332272","0.75","26-Aug-2025","26-Aug-2025","27-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Aug-2025 18:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186747_1518807_28082025063054_WEB.xml"
"INFY","Infosys Limited","7(2)","Rakesh Babu Gollapalli","-","ADR/GDR/FCCB","2354","0",,"2354","3534001","Sell","ADR/GDR/FCCB","Nil","0","22-Aug-2025","22-Aug-2025","22-Aug-2025","Market Sale","-","-","0","0","0","0","NA","-","28-Aug-2025 18:21","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186745_1518800_28082025062101_WEB.xml"
"TEJASCARGO","Tejas Cargo India Limited","7(2)","Manish Bindal","Promoters","Equity Shares","8901006","37.25",,"1600","483773","Buy","Equity Shares","8902606","37.26","26-Aug-2025","26-Aug-2025","27-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Aug-2025 18:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186743_1518794_28082025061814_WEB.xml"
"RVNL","Rail Vikas Nigam Limited","7(2)","Bhanu Prakash","-","Equity Shares","10140","0",,"3500","323","Sell","Equity Shares","6640","0","25-Aug-2025","25-Aug-2025","27-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Aug-2025 18:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186742_1518786_28082025061539_WEB.xml"
"RVNL","Rail Vikas Nigam Limited","7(2)","Bhanu Prakash","-","Equity Shares","6640","0",,"3500","317","Sell","Equity Shares","3140","0","26-Aug-2025","26-Aug-2025","27-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Aug-2025 18:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186742_1518786_28082025061539_WEB.xml"
"JSWENERGY","JSW Energy Limited","7(2)","JSW Energy Employees Welfare Trust","Other","Equity Shares","1584326","0.09",,"158708","1587080","Sell","Equity Shares","1425618","0.08","26-Aug-2025","26-Aug-2025","28-Aug-2025","ESOP","-","-","0","0","0","0","NA","-","28-Aug-2025 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186740_1518782_28082025061433_WEB.xml"
"JSWENERGY","JSW Energy Limited","7(2)","JSW Energy Employees Welfare Trust","Other","Equity Shares","1605779","0.09",,"17461","9093097","Sell","Equity Shares","1588318","0.09","25-Aug-2025","25-Aug-2025","28-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Aug-2025 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186740_1518782_28082025061433_WEB.xml"
"JSWENERGY","JSW Energy Limited","7(2)","JSW Energy Employees Welfare Trust","Other","Equity Shares","1671493","0.1",,"65714","657140","Sell","Equity Shares","1605779","0.09","22-Aug-2025","22-Aug-2025","26-Aug-2025","ESOP","-","-","0","0","0","0","NA","-","28-Aug-2025 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186740_1518782_28082025061433_WEB.xml"
"JSWENERGY","JSW Energy Limited","7(2)","JSW Energy Employees Welfare Trust","Other","Equity Shares","1676818","0.1",,"5325","2751822","Sell","Equity Shares","1671493","0.1","22-Aug-2025","22-Aug-2025","26-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Aug-2025 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186740_1518782_28082025061433_WEB.xml"
"JSWENERGY","JSW Energy Limited","7(2)","JSW Energy Employees Welfare Trust","Other","Equity Shares","1588318","0.09",,"3992","2055790","Sell","Equity Shares","1584326","0.09","26-Aug-2025","26-Aug-2025","28-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Aug-2025 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186740_1518782_28082025061433_WEB.xml"
"SGFIN","SG Finserve Limited","7(2)","Sorabh Dhawan","Key Managerial Personnel","Equity Shares","13525","0.02",,"13525","5159188","Sell","Equity Shares","Nil","0","25-Aug-2025","26-Aug-2025","26-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Aug-2025 18:11","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186738_1518773_28082025061152_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Bimal Suresh Desai","-","Equity Shares","22900","0",,"200","952092","Sell","Equity Shares","22700","0","26-Aug-2025","26-Aug-2025","27-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Aug-2025 17:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186735_1518733_28082025053116_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Uttam Tukaram Patil","-","Equity Shares","54900","0.01",,"500","2381000","Sell","Equity Shares","54400","0.01","26-Aug-2025","26-Aug-2025","28-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Aug-2025 17:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186735_1518733_28082025053116_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Jaideep Suresh Soman","-","Equity Shares","109000","0.02",,"500","2387000","Sell","Equity Shares","108500","0.02","26-Aug-2025","26-Aug-2025","26-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Aug-2025 17:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186735_1518733_28082025053116_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","(Hony) Brig. Dr. Arvind Lal","Promoters","Equity Shares","25745443","30.73",,"80000","267789232","Sell","Equity Shares","25665443","30.64","25-Aug-2025","28-Aug-2025","28-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Aug-2025 17:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186733_1518722_28082025052732_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","Dr. Lal PathLabs Employees Welfare Trust","Other","Equity Shares","317493","0.38",,"900","1920714","Sell","Equity Shares","316593","0.38","26-Aug-2025","26-Aug-2025","28-Aug-2025","ESOP","-","-","0","0","0","0","NA","-","28-Aug-2025 17:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186733_1518722_28082025052732_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","ARUN BANERJEE","Employees/Designated Employees","Equity Shares","Nil","0",,"750","1631206","Buy","Equity Shares","750","0","26-Aug-2025","26-Aug-2025","28-Aug-2025","ESOP","-","-","0","0","0","0","NA","-","28-Aug-2025 17:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186733_1518722_28082025052732_WEB.xml"
"RUBFILA","Rubfila International Limited","7(2)","HARDIK B PATEL","Promoters","Equity Shares","4324337","7.97",,"27931","2094311","Buy","Equity Shares","4352268","8.02","26-Aug-2025","26-Aug-2025","27-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Aug-2025 17:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186731_1518684_28082025050531_WEB.xml"
"RUBFILA","Rubfila International Limited","7(2)","HARDIK B PATEL","Promoters","Equity Shares","4306209","7.94",,"18128","1359024","Buy","Equity Shares","4324337","7.97","26-Aug-2025","26-Aug-2025","27-Aug-2025","Market Purchase","-","-","0","0","0","0","BSE","-","28-Aug-2025 17:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186731_1518684_28082025050531_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","6308470","0.91",,"7500","2673300","Buy","Equity Shares","6315970","0.91","26-Aug-2025","26-Aug-2025","28-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Aug-2025 16:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186727_1518668_28082025044422_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","6243470","0.89",,"65000","24187150","Buy","Equity Shares","6308470","0.91","25-Aug-2025","25-Aug-2025","28-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Aug-2025 16:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186727_1518668_28082025044422_WEB.xml"
"RPTECH","Rashi Peripherals Limited","7(2)","Chaman Suresh Pansari","Promoters","Equity Shares","4973934","7.55",,"883192","0","Sell","Equity Shares","4090742","6.21","26-Aug-2025","26-Aug-2025","28-Aug-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","28-Aug-2025 15:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186724_1518618_28082025034642_WEB.xml"
"RPTECH","Rashi Peripherals Limited","7(2)","Kapal Suresh Pansari","Promoters","Equity Shares","3207550","4.87",,"883192","0","Buy","Equity Shares","4090742","6.21","26-Aug-2025","26-Aug-2025","28-Aug-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","28-Aug-2025 15:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186724_1518618_28082025034642_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","Joy Prakash Ghosh","Employees/Designated Employees","Equity Shares","4228","0",,"1000","3392000","Sell","Equity Shares","3228","0","26-Aug-2025","26-Aug-2025","28-Aug-2025","Market Sale","-","-","0","0","0","0","BSE","-","28-Aug-2025 15:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186723_1518602_28082025033138_WEB.xml"
"RAMASTEEL","Rama Steel Tubes Limited","7(2)","TARUN DHIR (Partner of M/s Arun Enterprises)","Promoter Group","Equity Shares","90736575","5.82",,"2250000","22570000","Sell","Equity Shares","88486575","5.81","25-Aug-2025","26-Aug-2025","26-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Aug-2025 15:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186717_1518581_28082025030644_WEB.xml"
"RAMASTEEL","Rama Steel Tubes Limited","7(2)","Charanjit Lal Dhir","Promoter Group","Equity Shares","4452000","0.28",,"627000","6458100","Sell","Equity Shares","3825000","0.25","25-Aug-2025","26-Aug-2025","26-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Aug-2025 15:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186717_1518581_28082025030644_WEB.xml"
"RAMASTEEL","Rama Steel Tubes Limited","7(2)","Arun Dhir","Promoter Group","Equity Shares","436829","0.03",,"436829","4477497","Sell","Equity Shares","Nil","0","25-Aug-2025","26-Aug-2025","26-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Aug-2025 15:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186717_1518581_28082025030644_WEB.xml"
"RAMASTEEL","Rama Steel Tubes Limited","7(2)","Tarun Dhir","Promoter Group","Equity Shares","212875","0.01",,"212875","2196870","Sell","Equity Shares","Nil","0","25-Aug-2025","26-Aug-2025","26-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Aug-2025 15:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1186717_1518581_28082025030644_WEB.xml"
