SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,COMPANY,NAME OF THE ACQUIRER/DISPOSER,VALUE OF SECURITY (ACQUIRED/DISPLOSED),ACQUISITION/DISPOSAL TRANSACTION TYPE,TOTAL ACQUISTION (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ ANY OTHER INSTRUMENT),PROMOTER & PROMOTER GROUP (A),MARKET,SERIES,SECURITY,PREV_CL_PR
BAJAJELEC,,,,,Bajaj Electricals Limited,Kumud Bajaj- A/c Neelima Bajaj Family Trust,11811131,Sell,,62.7,,,,
BAJAJELEC,,,,,Bajaj Electricals Limited,KIRAN BAJAJ,1036165000,Sell,,62.7,,,,
BAJAJELEC,,,,,Bajaj Electricals Limited,VINAYAKRAO K RAJE,741375,Buy,,62.7,,,,
BAJAJELEC,,,,,Bajaj Electricals Limited,VINAYAKRAO K RAJE,334508,Buy,,62.7,,,,
BAJAJFINSV,"2,176.60","2,184.00","2,154.20","2,176.60",Bajaj Finserv Limited,Kumud Nimisha Family Trust,1733716709,Buy,,58.81,,,,
BAJAJFINSV,"2,176.60","2,184.00","2,154.20","2,176.60",Bajaj Finserv Limited,Kumud Neelima Family Trust,1733716709,Sell,,58.81,,,,
BAJAJFINSV,"2,176.60","2,184.00","2,154.20","2,176.60",Bajaj Finserv Limited,Neelima Bajaj Family Trust,6791765514,Sell,,58.81,,,,
BAJAJFINSV,"2,176.60","2,184.00","2,154.20","2,176.60",Bajaj Finserv Limited,Nimisha Bajaj Family Trust,7142403945,Sell,,58.81,,,,
BAJAJFINSV,"2,176.60","2,184.00","2,154.20","2,176.60",Bajaj Finserv Limited,Nimisha Bajaj Family Trust,7142403945,Buy,,58.81,,,,
BAJAJFINSV,"2,176.60","2,184.00","2,154.20","2,176.60",Bajaj Finserv Limited,Neelima Bajaj Family Trust,6791765514,Buy,,58.81,,,,
BAJAJFINSV,"2,176.60","2,184.00","2,154.20","2,176.60",Bajaj Finserv Limited,Kumud Nimisha Family Trust,1733716709,Sell,,58.81,,,,
BAJAJFINSV,"2,176.60","2,184.00","2,154.20","2,176.60",Bajaj Finserv Limited,Kumud Neelima Family Trust,1733716709,Buy,,58.81,,,,
BAJAJHFL,,,,,Bajaj Housing Finance Limited,Amit Sharma,819192,Sell,,88.7,,,,
BAJAJHFL,,,,,Bajaj Housing Finance Limited,Seema Rani,343491,Sell,,88.7,,,,
BAJEL,,,,,Bajel Projects Limited,Kumud Nimisha Family Trust,25638040,Sell,,62.55,,,,
BAJEL,,,,,Bajel Projects Limited,Kumud Neelima Family Trust,25638040,Sell,,62.55,,,,
BAJEL,,,,,Bajel Projects Limited,Neelima Bajaj Family Trust,4411047,Sell,,62.55,,,,
BAJEL,,,,,Bajel Projects Limited,Nimisha  Bajaj Family Trust,42099985,Sell,,62.55,,,,
BAJEL,,,,,Bajel Projects Limited,Kumud Nimisha Family Trust,25638040,Buy,,62.55,,,,
BAJEL,,,,,Bajel Projects Limited,Nimisha  Bajaj Family Trust,42099985,Buy,,62.55,,,,
BAJEL,,,,,Bajel Projects Limited,Neelima Bajaj Family Trust,4411047,Buy,,62.55,,,,
BAJEL,,,,,Bajel Projects Limited,Kumud Neelima Family Trust,25638040,Buy,,62.55,,,,
BAJFINANCE,"1,093.50","1,098.60","1,088.05","1,094.15",Bajaj Finance Limited,Madhur Bajaj (A/c Kumud Nimisha Family Trust),148800000,Buy,,54.66,,,,
BAJFINANCE,"1,093.50","1,098.60","1,088.05","1,094.15",Bajaj Finance Limited,Madhur Bajaj (A/c Kumud Nimisha Family Trust),148800000,Sell,,54.66,,,,
BAJFINANCE,"1,093.50","1,098.60","1,088.05","1,094.15",Bajaj Finance Limited,Madhur Bajaj (A/c Kumud Neelima Family Trust),148800000,Buy,,54.66,,,,
BAJFINANCE,"1,093.50","1,098.60","1,088.05","1,094.15",Bajaj Finance Limited,Nimisha Bajaj Family Trust,605120000,Buy,,54.66,,,,
BAJFINANCE,"1,093.50","1,098.60","1,088.05","1,094.15",Bajaj Finance Limited,Madhur Bajaj (A/c Kumud Neelima Family Trust),148800000,Sell,,54.66,,,,
BAJFINANCE,"1,093.50","1,098.60","1,088.05","1,094.15",Bajaj Finance Limited,Neelima Bajaj Family Trust,605120000,Sell,,54.66,,,,
BAJFINANCE,"1,093.50","1,098.60","1,088.05","1,094.15",Bajaj Finance Limited,Neelima Bajaj Family Trust,605120000,Buy,,54.66,,,,
BAJFINANCE,"1,093.50","1,098.60","1,088.05","1,094.15",Bajaj Finance Limited,Nimisha Bajaj Family Trust,605120000,Sell,,54.66,,,,
BAJFINANCE,"1,093.50","1,098.60","1,088.05","1,094.15",Bajaj Finance Limited,Bajaj Allianz General Insurance Co. Ltd.,151428484,Buy,,54.66,,,,
BAJFINANCE,"1,093.50","1,098.60","1,088.05","1,094.15",Bajaj Finance Limited,Bajaj Allianz General Insurance Co. Ltd.,100014655,Buy,,54.66,,,,
BAJFINANCE,"1,093.50","1,098.60","1,088.05","1,094.15",Bajaj Finance Limited,BFL EMPLOYEE WELFARE TRUST,3494199627,Buy,,54.66,,,,
BALAJIPHOS,,,,,,,,,,,N,ST,BALAJI PHOSPHATES LIMITED,163.0
BALCO,,,,,,,,,,,N,SM,SOLVE PLASTIC PRODUCTS L,31.0
BANARISUG,,,,,Bannari Amman Sugars Limited,KERALA ALCOHOLIC PRODUCTS PRIVATE LIMITED,3648,Sell,,58.7,,,,
BANARISUG,,,,,Bannari Amman Sugars Limited,B SARAVANAN,3648,Buy,,58.7,,,,
BANARISUG,,,,,Bannari Amman Sugars Limited,B SARAVANAN,3648,Buy,,58.7,,,,
BANARISUG,,,,,Bannari Amman Sugars Limited,KERALA ALCOHOLIC PRODUCTS PRIVATE LIMITED,3648,Sell,,58.7,,,,
BARFLEX,,,,,,,,,,,N,SM,BARFLEX POLYFILMS LIMITED,80.1
BASILIC,,,,,,,,,,,N,SM,BASILIC FLY STUDIO LTD,357.45
BAWEJA,,,,,,,,,,,N,SM,BAWEJA STUDIOS LIMITED,50.0
BEACON,,,,,,,,,,,N,SM,BEACON TRUSTEESHIP LTD,51.8
BEL,422.00,423.70,419.90,418.65,,,,,,,,,,
BERGEPAINT,,,,,Berger Paints (I) Limited,Ashwani Kumar Das,432800,Sell,,74.98,,,,
BERGEPAINT,,,,,Berger Paints (I) Limited,SUJYOTI MUKHERJEE,544465,Sell,,74.98,,,,
BERGEPAINT,,,,,Berger Paints (I) Limited,SUJYOTI MUKHERJEE,1632840,Sell,,74.98,,,,
BETA,,,,,,,,,,,N,SM,BETA DRUGS LIMITED,1819.75
BEWLTD,,,,,,,,,,,N,SM,BEW ENGINEERING LIMITED,139.1
BHADORA,,,,,,,,,,,N,SM,BHADORA INDUSTRIES LTD,97.9
BHARATSE,,,,,Bharat Seats Limited,Ritu Relan,0,Sell,,74.66,,,,
BHARATSE,,,,,Bharat Seats Limited,Ayush Relan,0,Sell,,74.66,,,,
BHARATSE,,,,,Bharat Seats Limited,Pranav Relan,0,Sell,,74.66,,,,
BHARATSE,,,,,Bharat Seats Limited,Rohit Relan,0,Sell,,74.66,,,,
BHARATSE,,,,,Bharat Seats Limited,Rohit Relan Family Trust,0,Buy,,74.66,,,,
BHARATSE,,,,,Bharat Seats Limited,Rishabh Relan,0,Sell,,74.66,,,,
BHARTIARTL,"2,008.00","2,030.90","2,006.90","2,007.90",,,,,,,,,,
BIGBLOC,,,,,Bigbloc Construction Limited,MADHU NARAYAN SABOO,4452952,Buy,,72.81,,,,
BIGBLOC,,,,,Bigbloc Construction Limited,NARAYAN SITARAM SABOO(HUF),1120749,Buy,,72.81,,,,
BIGBLOC,,,,,Bigbloc Construction Limited,MADHU NARAYAN SABOO,2222952,Buy,,72.81,,,,
BIGBLOC,,,,,Bigbloc Construction Limited,MADHU NARAYAN SABOO,2037909,Buy,,72.81,,,,
BIGBLOC,,,,,Bigbloc Construction Limited,MADHU NARAYAN SABOO,919079,Buy,,72.81,,,,
BIGBLOC,,,,,Bigbloc Construction Limited,NARAYAN SITARAM SABOO(HUF),1287576,Buy,,72.81,,,,
BIKEWO,,,,,,,,,,,N,SM,BIKEWO GREEN TECH LIMITED,15.0
BIL,,,,,Bhartiya International Limited,Urbanac Projects Private Limited,137385000,Buy,,61.17,,,,
BIL,,,,,Bhartiya International Limited,Urbanac Projects Private Limited,137385000,Buy,,61.17,,,,
BIL,,,,,Bhartiya International Limited,Urbanac Projects Private Limited,137385000,Buy,,61.17,,,,
BIL,,,,,Bhartiya International Limited,Urbanac Projects Private Limited,137385000,Buy,,61.17,,,,
BIRDYS,,,,,,,,,,,N,ST,GRILL SPLENDOUR SER LTD,122.0
BLKASHYAP,,,,,B. L. Kashyap and Sons Limited,SAURABH KASHYAP,1072386,Buy,,61.7,,,,
BLUEPEBBLE,,,,,,,,,,,N,SM,BLUE PEBBLE LIMITED,174.0
BLUESTONE,,,,,BlueStone Jewellery and Lifestyle Limited,VIPIN SHARMA,600,Sell,,16.36,,,,
BLUESTONE,,,,,BlueStone Jewellery and Lifestyle Limited,VIPIN SHARMA,600,Sell,,16.36,,,,
BLUEWATER,,,,,,,,,,,N,SM,BLUE WATER LOGISTICS LTD,150.0
BMETRICS,,,,,,,,,,,N,SM,BOMBAY METRICS S C LTD,48.5
BOSS,,,,,,,,,,,N,SM,BOSS PACKAGING SOLU LTD,44.0
BRACEPORT,,,,,,,,,,,N,SM,BRACE PORT LOGISTICS LTD,77.0
BSOFT,,,,,BIRLASOFT LIMITED,Deepak Dobriyal,2375000,Sell,,40.53,,,,
BSOFT,,,,,BIRLASOFT LIMITED,Deepak Dobriyal,1937700,Sell,,40.53,,,,
BSOFT,,,,,BIRLASOFT LIMITED,Indu Nangia,2168250,Buy,,40.53,,,,
BSOFT,,,,,BIRLASOFT LIMITED,Angan Guha,778764,Buy,,40.53,,,,
BSOFT,,,,,BIRLASOFT LIMITED,Deepak Dobriyal,1925000,Sell,,40.53,,,,
BSOFT,,,,,BIRLASOFT LIMITED,Anirban Thakur,11484,Buy,,40.53,,,,
BSOFT,,,,,BIRLASOFT LIMITED,Anirban Thakur,2118166,Sell,,40.53,,,,
BSOFT,,,,,BIRLASOFT LIMITED,Kamini Shah,3732000,Sell,,40.53,,,,
BSOFT,,,,,BIRLASOFT LIMITED,Kamini Shah,5565600,Sell,,40.53,,,,
BSOFT,,,,,BIRLASOFT LIMITED,Kamini Shah,124724,Buy,,40.53,,,,
BSOFT,,,,,BIRLASOFT LIMITED,Kamini Shah,14013739,Sell,,40.53,,,,
BSOFT,,,,,BIRLASOFT LIMITED,Angan Guha,65800000,Sell,,40.53,,,,
C2C,,,,,,,,,,,N,ST,C2C ADVANCED SYSTEMS LTD,685.0
CADSYS,,,,,,,,,,,N,SM,CADSYS (INDIA) LIMITED,57.95
CAMLINFINE,,,,,Camlin Fine Sciences Limited,Arjun Dukane,1552868,Buy,,49.08,,,,
CAMLINFINE,,,,,Camlin Fine Sciences Limited,Chandrakant Ghotekar,850000,Buy,,49.08,,,,
CAMPUS,,,,,Campus Activewear Limited,Chandresh Sharma,552876,Sell,,72.12,,,,
CAMPUS,,,,,Campus Activewear Limited,Chandresh Sharma,2431800,Sell,,72.12,,,,
CANARYS,,,,,,,,,,,N,SM,CANARYS AUTOMATIONS LTD,30.6
CARYSIL,,,,,CARYSIL LIMITED,Satilal Baburao Patkari,4699855,Sell,,41.33,,,,
CARYSIL,,,,,CARYSIL LIMITED,Chetan N Shah,480000,Sell,,41.33,,,,
CARYSIL,,,,,CARYSIL LIMITED,Chetan N Shah,1858000,Sell,,41.33,,,,
CARYSIL,,,,,CARYSIL LIMITED,Anand Sharma,917101,Sell,,41.33,,,,
CARYSIL,,,,,CARYSIL LIMITED,Anand Sharma,5688420,Sell,,41.33,,,,
CARYSIL,,,,,CARYSIL LIMITED,Chetan N Shah,898200,Sell,,41.33,,,,
CARYSIL,,,,,CARYSIL LIMITED,Anand Sharma,920893,Sell,,41.33,,,,
CARYSIL,,,,,CARYSIL LIMITED,Chetan N Shah,923150,Sell,,41.33,,,,
CBAZAAR,,,,,,,,,,,N,SM,NET AVENUE TECHNOLOGIES L,3.75
CCL,,,,,CCL Products (India) Limited,Sarada Paturi,13655000,Sell,,46.11,,,,
CEATLTD,,,,,CEAT Limited,CEAT Employees Welfare Trust,34326449,Buy,,47.21,,,,
CEATLTD,,,,,CEAT Limited,CEAT Employees Welfare Trust,67919388,Buy,,47.21,,,,
CEATLTD,,,,,CEAT Limited,CEAT Employees Welfare Trust,69266167,Buy,,47.21,,,,
CEATLTD,,,,,CEAT Limited,CEAT Employees Welfare Trust,34483778,Buy,,47.21,,,,
CEATLTD,,,,,CEAT Limited,CEAT Employees Welfare Trust,33855737,Buy,,47.21,,,,
CEDAAR,,,,,,,,,,,N,SM,CEDAAR TEXTILE LIMITED,95.0
CELLECOR,,,,,,,,,,,N,SM,CELLECOR GADGETS LIMITED,30.3
CENTUM,,,,,Centum Electronics Limited,K S Desikan,13229108,Sell,,46.99,,,,
CENTUM,,,,,Centum Electronics Limited,Sandhya Thyagarajan,750000,Sell,,46.99,,,,
CENTUM,,,,,Centum Electronics Limited,Sandhya Thyagarajan,2893995,Sell,,46.99,,,,
CENTUM,,,,,Centum Electronics Limited,Sandhya Thyagarajan,2480500,Sell,,46.99,,,,
CENTUM,,,,,Centum Electronics Limited,Sandhya Thyagarajan,2825000,Sell,,46.99,,,,
CENTUM,,,,,Centum Electronics Limited,Sandhya Thyagarajan,1314933,Sell,,46.99,,,,
CENTUM,,,,,Centum Electronics Limited,Sandhya Thyagarajan,727500,Sell,,46.99,,,,
CENTUM,,,,,Centum Electronics Limited,Sandhya Thyagarajan,4831250,Sell,,46.99,,,,
CENTUM,,,,,Centum Electronics Limited,Vinod Srinivasrao Chippalkatti,2666110,Sell,,46.99,,,,
CENTUM,,,,,Centum Electronics Limited,Vinod Srinivasrao Chippalkatti,2675000,Sell,,46.99,,,,
CENTUM,,,,,Centum Electronics Limited,Sandhya Thyagarajan,2620500,Sell,,46.99,,,,
CENTUM,,,,,Centum Electronics Limited,Sandhya Thyagarajan,1588175,Sell,,46.99,,,,
CENTUM,,,,,Centum Electronics Limited,K S Desikan,12313850,Sell,,46.99,,,,
CENTUM,,,,,Centum Electronics Limited,Sandhya Thyagarajan,1372500,Sell,,46.99,,,,
CENTUM,,,,,Centum Electronics Limited,VINOD SRINIVASRAO CHIPPALKATTI,14933000,Sell,,46.99,,,,
CENTUM,,,,,Centum Electronics Limited,Apparao Venkata Mallavarapu,1532400000,Sell,,46.99,,,,
CGRAPHICS,,,,,,,,,,,N,SM,CREATIVE GRAPHICS S IND L,210.4
CHALET,,,,,Chalet Hotels Limited,Sanjay Sethi,102005000,Pledge,,67.34,,,,
CHALET,,,,,Chalet Hotels Limited,Christabelle Baptista,1460000,Buy,,67.34,,,,
CHALET,,,,,Chalet Hotels Limited,Sanjay Sethi,29200000,Buy,,67.34,,,,
CHALET,,,,,Chalet Hotels Limited,Anbee Constructions LLP,2131310687,Pledge Revoke,,67.34,,,,
CHALET,,,,,Chalet Hotels Limited,Anbee Constructions LLP,2153636386,Pledge,,67.34,,,,
CHALET,,,,,Chalet Hotels Limited,Sanjay Sethi,26280000,Buy,,67.34,,,,
CHAMUNDA,,,,,,,,,,,N,SM,CHAMUNDA ELECTRICAL LTD,53.2
CHANDAN,,,,,Chandan Healthcare Limited,PRAGYA SINGH,6080960,Sell,,,N,ST,CHANDAN HEALTHCARE LTD,231.0
CHANDAN,,,,,Chandan Healthcare Limited,RAJEEV LOCHAN,6807847,Sell,,,N,ST,CHANDAN HEALTHCARE LTD,231.0
CHANDAN,,,,,Chandan Healthcare Limited,SHWETA LAMBA,7170260,Sell,,,N,ST,CHANDAN HEALTHCARE LTD,231.0
CHANDAN,,,,,Chandan Healthcare Limited,RAJEEV KUMAR NAIN,9380824,Sell,,,N,ST,CHANDAN HEALTHCARE LTD,231.0
CHANDAN,,,,,Chandan Healthcare Limited,SHIPRA SINGH,9734870,Sell,,,N,ST,CHANDAN HEALTHCARE LTD,231.0
CHAVDA,,,,,,,,,,,N,SM,CHAVDA INFRA LIMITED,105.6
CHEMBOND,,,,,Chembond Material Technologies Limited,Mamta N Shah,0,Sell,,67.65,,,,
CHEMBOND,,,,,Chembond Material Technologies Limited,NIRMAL V SHAH,0,Buy,,67.65,,,,
CHEMBOND,,,,,Chembond Material Technologies Limited,Kshitija N Shah,0,Sell,,67.65,,,,
CHEMBOND,,,,,Chembond Material Technologies Limited,Rahil N Shah,0,Sell,,67.65,,,,
CHEMBONDCH,,,,,Chembond Chemicals Limited,Nirmal V. Shah,654966,Buy,,67.74,,,,
CHEMBONDCH,,,,,Chembond Chemicals Limited,Nirmal V. Shah,825000,Buy,,67.74,,,,
CHEMBONDCH,,,,,Chembond Chemicals Limited,Nirmal V. Shah,822500,Buy,,67.74,,,,
CHEMBONDCH,,,,,Chembond Chemicals Limited,Nirmal V. Shah,173000,Buy,,67.74,,,,
CHEMBONDCH,,,,,Chembond Chemicals Limited,Nirmal V. Shah,257425,Buy,,67.74,,,,
CHEMBONDCH,,,,,Chembond Chemicals Limited,Nirmal V. Shah,182525,Buy,,67.74,,,,
CHEMBONDCH,,,,,Chembond Chemicals Limited,Nirmal V. Shah,534000,Buy,,67.74,,,,
CHEMBONDCH,,,,,Chembond Chemicals Limited,Nirmal V. Shah,1309552,Buy,,67.74,,,,
CHEMBONDCH,,,,,Chembond Chemicals Limited,Rahil N. Shah,9789,Buy,,67.74,,,,
CHEMBONDCH,,,,,Chembond Chemicals Limited,Rahil N. Shah,22779,Buy,,67.74,,,,
CHETANA,,,,,,,,,,,N,SM,CHETANA EDUCATION LIMITED,70.8
CHEVIOT,,,,,Cheviot Company Limited,Harsh Investments Private Limited,476800000,Buy,,74.88,,,,
CHEVIOT,,,,,Cheviot Company Limited,Mr. Harsh Vardhan Kanoria,476800000,Sell,,74.88,,,,
CHOICEIN,,,,,Choice International Limited,Shreeyam Trade Dynamics Private Limited (Formerly known as NS Technical Consultancy Private Limited),82392000,Buy,,56.6,,,,
CHOICEIN,,,,,Choice International Limited,Shreeyam Trade Dynamics Private Limited (Formerly known as NS Technical Consultancy Private Limited),197500000,Buy,,56.6,,,,
CIPLA,"1,625.10","1,625.10","1,590.00","1,645.10",Cipla Limited,Renu Jain jointly with Dinesh Jain,0,Buy,,29.21,,,,
CIPLA,"1,625.10","1,625.10","1,590.00","1,645.10",Cipla Limited,Anusha Jain jointly with Dinesh Jain,0,Sell,,29.21,,,,
CLASSICEIL,,,,,,,,,,,N,SM,CLASSIC ELECTRODE (IND) L,91.1
CLSL,,,,,,,,,,,N,SM,CROP LIFE SCIENCE LIMITED,55.0
CMNL,,,,,,,,,,,N,SM,CHAMAN METALLICS LIMITED,156.75
CMRSL,,,,,,,,,,,N,SM,CYBER MEDIA RES & SER LTD,93.0
COALINDIA,392.65,395.45,390.80,392.65,,,,,,,,,,
COFFEEDAY,,,,,Coffee Day Enterprises Limited,Malavika Hegde,392439849,Sell,,8.21,,,,
COFFEEDAY,,,,,Coffee Day Enterprises Limited,AHIH RESORTS AND RETREAT PRIVATELIMITED,392439849,Buy,,8.21,,,,
COFFEEDAY,,,,,Coffee Day Enterprises Limited,Malavika Hegde,0,Buy,,8.21,,,,
COFFEEDAY,,,,,Coffee Day Enterprises Limited,V G Siddhartha,0,Sell,,8.21,,,,
COHANCE,,,,,Cohance Lifesciences Limited,Jusmiral Holdings Limited,30938088000,Sell,,57.49,,,,
CONNPLEX,,,,,Connplex Cinemas Limited,Anish Tulshibhai Patel,434280,Buy,,,N,SM,CONNPLEX CINEMAS LIMITED,200.45
CONNPLEX,,,,,Connplex Cinemas Limited,Anish Tulshibhai Patel,2667600,Buy,,,N,SM,CONNPLEX CINEMAS LIMITED,200.45
CONNPLEX,,,,,Connplex Cinemas Limited,Rahul Kamleshbhai Dhyani,3121272,Buy,,,N,SM,CONNPLEX CINEMAS LIMITED,200.45
CONTI,,,,,,,,,,,N,SM,CONTINENTAL SEED CHEM LTD,24.7
CONTROLPR,,,,,Control Print Limited,SHIVA BASANT KABRA,20559684,Buy,,52.98,,,,
CONTROLPR,,,,,Control Print Limited,LATE PUSHPA KABRA,20559684,Sell,,52.98,,,,
CONTROLPR,,,,,Control Print Limited,Amisha Himatsingka  (Amisha Himatsingka Family Trust),262640000,Buy,,52.98,,,,
CONTROLPR,,,,,Control Print Limited,RITU JOSHI,262640000,Buy,,52.98,,,,
CONTROLPR,,,,,Control Print Limited,BASANT KABRA,525280000,Sell,,52.98,,,,
CONTROLPR,,,,,Control Print Limited,LATE MRS.PUSHPA KABRA,1057866493,Sell,,52.98,,,,
CONTROLPR,,,,,Control Print Limited,BASANT KABRA,1057866493,Buy,,52.98,,,,
COOLCAP-RE,,,,,,,,,,,N,ST,COOL CAPS INDUSTRIES LTD,14.5
COOLCAPS,,,,,,,,,,,N,SM,COOL CAPS INDUSTRIES LTD,90.8
COSMOFIRST,,,,,COSMO FIRST LIMITED,COSMO FILMS ESOP TRUST 2015,719612,Sell,,40.86,,,,
COSMOFIRST,,,,,COSMO FIRST LIMITED,COSMO FILMS ESOP TRUST 2015,750000,Sell,,40.86,,,,
CPS,,,,,,,,,,,N,SM,C P S SHAPERS LIMITED,727.0
CRAYONS,,,,,,,,,,,N,SM,CRAYONS ADVERTISING LTD,52.4
CREATIVE,,,,,Creative Newtech Limited,Nidhi Ketan Patel,2182460,Buy,,56.62,,,,
CUDML,,,,,,,,,,,N,SM,CASH UR DRIVE MARKETING L,144.9
CUPID,,,,,Cupid Limited,Saurabh V. Karmase,490000,Buy,,45.55,,,,
CURRENT,,,,,,,,,,,N,SM,CURRENT INFRAPROJECTS LTD,139.4
DAMODARIND,,,,,Damodar Industries Limited,Anil D Biyani,0,Sell,,70.22,,,,
DAMODARIND,,,,,Damodar Industries Limited,Arunkumar Biyani,0,Buy,,70.22,,,,
DAMODARIND,,,,,Damodar Industries Limited,Sanju Biyani,0,Sell,,70.22,,,,
DANISH,,,,,,,,,,,N,SM,DANISH POWER LIMITED,816.1
DAVANGERE,,,,,Davangere Sugar Company Limited,,,,145070861.0,41.64,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,4873297,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,6138760,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,1014385,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,190872,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,2817932,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,1625024,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,12701300,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,2790243,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,76863,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,12161880,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,1579678,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,359113,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,8614578,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,1332219,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,1708182,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,3287402,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,1676579,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,1628345,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,88882,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,421960,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,1934774,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,9318908,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,830504,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,8992778,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,7949775,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,341877,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,226607,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,26840138,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,3362526,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,46017,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,2519771,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,5894875,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,6050780,Buy,,73.77,,,,
DBCORP,,,,,D.B.Corp Limited,D B Power Limited,6243086,Buy,,73.77,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,4676226,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,5280626,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,930096,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,1754185,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,1435064,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,1476671,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,596439,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,1008953,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,757475,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,59415,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,979855,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,1456318,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,1366845,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,2667833,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,5058932,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,4770284,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,6457314,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,901430,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,2817193,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,2849397,Buy,,50.65,,,,
DBOL,,,,,Dhampur Bio Organics Limited,DBO Employee Welfare Trust,2493596,Buy,,50.65,,,,
DBREALTY,,,,,Valor Estate Limited,Subramanian K. Mudaliar,86527,Sell,,47.43,,,,
